CCG Comments,CMU ,FY,Last Stage Reached,Project Assessed,Project ID,Project Name,Approval Date,Approval Step,CO Team Lead,Could count for more adaptation,Could count for more mitigation,Country,FY Probability,GP,Lending Instrument,Potential (Y/N),Practice Group,Practice Manager Name,Region,Requesting Cost Center Code,Responsible Cost Center Code,Responsible Cost Center Name,Team Lead Name,TLN CDRS: Project compliant with CDRS requirement?,TLN CI: Climate indicator included?,TLN CI: Name of Climate Indicator,TLN CI: Project compliant with CI requirement?,TLN GHG: Applicable to operation,TLN GHG: GHG lifetime,"TLN GHG: Gross Emissions  (tCO2e, lifetime)","TLN GHG: Net Emissions (annual average, tCO2e/year)","TLN GHG: Net Emissions (economic lifetime, tCO2e)",TLN GHG: Status of data,TN1: % (Climate Co-Benefits Over Total IDA/IBRD Commitment),TN2: Net IDA/IBRD Adaptation ($M) ,TN3: Net IDA/IBRD Mitigation ($M) ,TN4: Total IDA/IBRD Climate Co-Benefits ($M) ,TN5: % (IBRD Climate Co-Benefits Over Total IBRD Commitment),TN6: % (IDA Climate Co-Benefits Over Total IDA Commitment),TN7: Net IBRD Adaptation ($M),TN8: IBRD Climate Co-Benefits ($M),TN9: Net IBRD Mitigation ($M),TO1: Net IDA Adaptation ($M),TO2: IDA Climate Co-Benefits ($M),TO3: Net IDA Mitigation ($M),TO4: IBRD Commitment ($M),TO5: IDA Commitment ($M),TO6: Total IDA/IBRD Commitment ($M),TO7: Gross IDA/IBRD Adaptation ($M),TO8: Gross IDA/IBRD Mitigation ($M),TO9: Dual Benefit Finance ($M)
 ,LCC6C-LCR,FY20,Bank Approved,Assessed,P162278,National Urban Cadaster and Municipal Support Project,1/10/2020,A,000424062 | Gabriel Sergio Arrisueno Fajardo ~ 000460572 | Ivonne Astrid Moreno Horta,0,0,Peru,Firm,Urban Resilience and Land,Investment,No,GGSVP,Federica Ranghieri,LCR,LCC6C,ILCUR,Urban LCR,Gabriel Sergio Arrisueno Fajardo,Yes,,,,,,,,,,24.48%,12.24,0,12.24,0.2448,0,12.24,12.24,0,0,0,0,50,0,50,,,
 ,LCC6C-LCR,FY20,Bank Approved,Assessed,P165861,Bolivia Urban Resilience,2/19/2020,A,000510192 | Rodrigo Andres Donoso Arias ~ 000495912 | Akiko Toya,0,0,Bolivia,Firm,Urban Resilience and Land,Investment,No,GGSVP,Federica Ranghieri,LCR,LCC6C,ILCUR,Urban LCR,Rodrigo Andres Donoso Arias,Yes,,,,,,,,,,87.64%,38.359999999999999,22.989999999999998,61.350000000000001,0,0.876428571,0,0,0,38.36,61.35,22.99,0,70,70,,,
 ,LCC6C-LCR,FY20,Bank Approved,Assessed,P170477,Investing in Human Capital,3/24/2020,A,000477227 | Renata Freitas Lemos ~ 000465740 | Hugo Martin Brousset Chaman ~ 000340186 | Igor Kheyfets ~,0,0,Peru,Firm,Education,DPO,No,GGHVP,Andreas Blom,LCR,LCC6C,HLCED,Education LCR,Renata Freitas Lemos,Yes,,,,,,,,,,10.48%,4.7599999999999998,0.47999999999999998,5.2400000000000002,0.1048,0,4.76,5.24,0.48,0,0,0,50,0,50,,,
 ,LCC6C-LCR,FY20,Bank Approved,Assessed,P170595,Lima Metropolitano BRT North Extension,1/30/2020,A,000454190 | Felipe Targa Rodriguez ~ 000293704 | Yang Chen,0,0,Peru,Firm,Transport,Investment,No,GGIVP,Bianca Bianchi Alves,LCR,LCC6C,ILCT1,Transport-LAC,Felipe Targa Rodriguez,Yes,,,,Y,16,"31,320,000","-18,926.63","-302,826",GHG data finalized,100%,0,93,93,1,0,0,93,93,0,0,0,93,0,93,,,
 ,LCC6C-LCR,FY20,Bank Approved,Assessed,P170658,CENTRALIZED EMERGENCY RESPONSE SYSTEM PROJECT,4/7/2020,A,000443079 | Axel Rifon Perez ~ 000555932 | Niccolo Comini,0,0,Peru,Firm,Digital Development,Investment,No,GGIVP,Yolanda Martinez Mancilla,LCR,LCC6C,DLCDD,Digital Dev- LAC,Axel Rifon Perez,Yes,,,,,,,,,,23.81%,4.9000000000000004,3.75,8.6500000000000004,0.238134567,0,4.9,8.65,3.75,0,0,0,36.324,0,36.324,,,
 ,LCC6C-LCR,FY20,Bank Approved,Assessed,P171190,Second Inclusive and Sustainable Growth,5/7/2020,A,000360259 | Simon Davies ~ 000308413 | Barbara Cunha,0,0,Ecuador,Firm,Macroeconomics Trade and Investment,DPO,No,GGEVP,Shireen Mahdi,LCR,LCC6C,ELCMU,EFI-LCR-MTI-MacroFiscal,Simon Davies,Yes,,,,,,,,,,10%,0,50,50,0.1,0,0,50,50,0,0,0,500,0,500,,,
 ,LCC6C-LCR,FY20,Bank Approved,Assessed,P173773,Ecuador COVID-19 Emergency Response Project,4/2/2020,A,000511676 | Laura Di Giorgio ~ 000111499 | Patricia Alvarez,0,0,Ecuador,Firm,Health Nutrition and Population,Investment,No,GGHVP,Tania Dmytraczenko,LCR,LCC6C,HLCHN,Health Nutrition &Population LCR,Laura Di Giorgio,Yes,,,,,,,,,,17.50%,2.5,1,3.5,0.175,0,2.5,3.5,1,0,0,0,20,0,20,,,
 ,LCC6C-LCR,FY20,Bank Approved,Assessed,P173984,COVID-19 Crisis Emergency Social Safety Nets Project,5/14/2020,A,000271968 | Gaston Mariano Blanco ~,0,0,Bolivia,Firm,Social Protection and Jobs,Investment,No,GGHVP,William David Wiseman,LCR,LCC6C,HLCSP,Social Protection & Labor LCR,Gaston Mariano Blanco,Yes,,,,,,,,,,5.95%,15.120000000000001,0,15.119999999999999,0.05945,0.059484346,11.89,11.89,0,3.23,3.23,0,200,54.3,254.3,,,
 ,LCC6C-LCR,FY19,Bank Approved,Assessed,P157043,Modernization of Water Supply and Sanitation Services,7/26/2018,A,000316041 | Malva Baskovich ~ 000379119 | Zael Sanz Uriarte,0,0,Peru,Firm,Water,Investment,No,GGSVP,David Michaud,LCR,LCC6C,SLCWA,Water Latin America & Caribbean,Malva Baskovich,Yes,,,,Y,20,"85,474","-1,127","-22,557",GHG data finalized,58.54%,26.420000000000002,14.56,40.979999999999997,0.585428571,0,26.42,40.98,14.56,0,0,0,70,0,70,,,
 ,LCC6C-LCR,FY19,Bank Approved,Assessed,P162833,Improving the Performance of Non-Criminal Justice Services,6/5/2019,A,000565331 | Ruben Leonel Ruano Chinchilla ~,0,0,Peru,Firm,Governance,Investment,No,GGEVP,Alberto Leyton,LCR,LCC6C,ELCG2,EFI-LCR-GOV-FM & PS-2,Ruben Leonel Ruano Chinchilla,Yes,,,,,,,,,,0.84%,0.26000000000000001,0.45000000000000001,0.70999999999999996,0.008352941,0,0.26,0.71,0.45,0,0,0,85,0,85,,,
 ,LCC6C-LCR,FY19,Bank Approved,Assessed,P163255,Peru Integrated Health Networks,1/31/2019,A,000452789 | Marvin Ploetz ~ 000506271 | Gabriel Eduardo Aguirre Martens ~ 000316041 | Malva Baskovich ~,0,0,Peru,Firm,Health Nutrition and Population,Investment,No,GGHVP,Tania Dmytraczenko,LCR,LCC6C,HLCHN,Health Nutrition &Population LCR,Marvin Ploetz,Yes,,,,,,,,,,7.74%,9.3000000000000007,0.37,9.6699999999999999,0.07736,0,9.3,9.67,0.37,0,0,0,125,0,125,,,
 ,LCC6C-LCR,FY19,Bank Approved,Assessed,P167416,Social Safety Net Project,4/3/2019,A,000274111 | Nelson Gutierrez ~ 000111499 | Patricia Alvarez ~ 000511676 | Laura Di Giorgio ~,0,0,Ecuador,Firm,Social Protection and Jobs,Investment,No,GGHVP,William David Wiseman,LCR,LCC6C,HLCSP,Social Protection & Labor LCR,Nelson Gutierrez,Yes,,,,,,,,,,4.64%,16.239999999999998,0,16.239999999999998,0.0464,0,16.24,16.24,0,0,0,0,350,0,350,,,
 ,LCC6C-LCR,FY19,Bank Approved,Assessed,P169822,First Inclusive and Sustainable Growth DPF,6/11/2019,A,000308413 | Barbara Cunha ~,0,0,Ecuador,Firm,Macroeconomics Trade and Investment,DPO,No,GGEVP,Shireen Mahdi,LCR,LCC6C,ELCMU,EFI-LCR-MTI-MacroFiscal,Barbara Cunha,Yes,,,,,,,,,,25.84%,12.5,116.7,129.19999999999999,0.2584,0,12.5,129.2,116.7,0,0,0,500,0,500,,,
 ,LCC6C-LCR,FY17,Bank Approved,Assessed,P147342,PE: Enhancement of Env. Quality Services,1/11/2017,A,000199291 | Jiang Ru ~,0,0,Peru,Firm,Environment Natural Resources and the Blue Economy,Investment,No,GGSVP,Erwin De Nys,LCR,LCC6C,SLCE2,LAC ENB 2   ,Jiang Ru,Yes,,,,,,,,,,23.18%,9.2736000000000001,0,9.2736000000000001,0.23184,0,9.2736,9.2736,0,0,0,0,40,0,40,,,
 ,LCC6C-LCR,FY17,Bank Approved,Assessed,P151851,PE Integrated Water Resources Management,4/28/2017,A,000446480 | Griselle Felicita Vega ~ 000344828 | Martin Benedikt Albrecht ~ 000379119 | Zael Sanz Uriarte ~,0,0,Peru,Firm,Water,Investment,No,GGSVP,David Michaud,LCR,LCC6C,SLCWA,Water Latin America & Caribbean,Griselle Felicita Vega,Yes,,,,,,,,,,100%,40,0,40,1,0,40,40,0,0,0,0,40,0,40,,,
 ,LCC6C-LCR,FY17,Bank Approved,Assessed,P152281,BO Santa Cruz Road Corridor Connector,1/11/2017,A,000154202 | Gylfi Palsson ~ 000401003 | Maria Jose Sala Pelufo,0,0,Bolivia,Firm,Transport,Investment,No,GGIVP,Bianca Bianchi Alves,LCR,LCC6C,ILCT1,Transport-LAC,Gylfi Palsson,Yes,,,,,,,,,,4.89%,11.25,0,11.25,0.00625,0.333333333,1.25,1.25,0,10,10,0,200,30,230,,,
 ,LCC6C-LCR,FY17,Bank Approved,Assessed,P155902,PE Fisheries and Aquaculture Innovation,1/27/2017,A,000446480 | Griselle Felicita Vega ~ 000386205 | Juan Jose Miranda Montero ~ 000013367 | Michael L. Morris ~,0,0,Peru,Firm,Environment Natural Resources and the Blue Economy,Investment,No,GGSVP,Erwin De Nys,LCR,LCC6C,SLCE2,LAC ENB 2   ,Griselle Felicita Vega,Yes,,,,,,,,,,50%,20,0,20,0.5,0,20,20,0,0,0,0,40,0,40,,,
 ,LCC6C-LCR,FY17,Bank Approved,Assessed,P156250,Peru Innovation,1/11/2017,A,000442105 | Jade Salhab ~ 000164718 | Suhas D. Parandekar,0,0,Peru,Firm,Trade and Competitiveness,Investment,No,GGEVP,Yira J. Mascaro,LCR,LCC6C,ELCFN,EFI-LCR-FCI-Finance,Jade Salhab,Yes,,,,,,,,,,3.65%,0,1.6419999999999999,1.6419999999999999,0.036488889,0,0,1.642,1.642,0,0,0,45,0,45,,,
 ,LCC6C-LCR,FY17,Bank Approved,Assessed,P157425,Transformation of Tertiary Institutes,11/23/2016,A,000341165 | Helena Rovner ~,0,0,Ecuador,Firm,Education,Investment,No,GGHVP,Andreas Blom,LCR,LCC6C,HLCED,Education LCR,Helena Rovner,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,90.5,0,90.5,,,
 ,LCC6C-LCR,FY17,Bank Approved,Assessed,P158532,BO Rural Alliances Additional Finance,4/13/2017,A,000317098 | Luz Berania Diaz Rios ~,0,0,Bolivia,Firm,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC6C,SLCAG,Agriculture and Food PG LAC,Luz Berania Diaz Rios,Yes,,,,,,,,,,71.64%,61.790999999999997,9.8465000000000007,71.637500000000003,0.716375,0,61.791,71.6375,9.8465,0,0,0,100,0,100,,,
 ,LCC6C-LCR,FY17,Begin Negotiation,Assessed,P161018,Chile HESSP Project,6/8/2017,A,000159472 | Luis Orlando Perez ~,0,0,Chile,Firm,Health Nutrition and Population,Investment,No,GGHVP,Tania Dmytraczenko,LCR,LCC6C,HLCHN,Health Nutrition &Population LCR,Luis Orlando Perez,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,80,0,80,,,
 ,LCC6C-LCR,FY16,,Assessed,P132515,Support to the Subnational Transport Program Project,12/11/2015,A,000298491 | Eric R. Lancelot ~,0,0,Peru,,Transport and Digital Development,Investment,No,GGIVP,Bianca Bianchi Alves,LCR,LCC6C,ILCT1,Transport-LAC,Eric R. Lancelot,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,50,0,50,,,
 ,LCC6C-LCR,FY16,,Assessed,P144597,BO Road Sector Capacity Development Project,11/12/2015,A,000401003 | Maria Jose Sala Pelufo ~ 000154202 | Gylfi Palsson,0,0,Bolivia,,Transport and Digital Development,Investment,No,GGIVP,Bianca Bianchi Alves,LCR,LCC6C,ILCT1,Transport-LAC,Maria Jose Sala Pelufo,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,165.95,59.05,225,,,
 ,LCC6C-LCR,FY16,,Assessed,P145610,Peru Lima Metro Line 2 Project,9/15/2015,A,000504336 | Sofia Guerrero Gamez ~ 000323237 | Georges Bianco Darido,0,0,Peru,,Transport and Digital Development,Investment,No,GGIVP,Bianca Bianchi Alves,LCR,LCC6C,ILCT1,Transport-LAC,Sofia Guerrero Gamez,Yes,,,,,,,,,,100%,0,300,300,1,0,0,300,300,0,0,0,300,0,300,,,
 ,LCC6C-LCR,FY16,,Assessed,P147280,EC Ibarra Transport Infrastructure Improvement Project,1/27/2016,A,000443657 | Alejandro Hoyos Guerrero ~,0,0,Ecuador,,Transport and Digital Development,Investment,No,GGIVP,Bianca Bianchi Alves,LCR,LCC6C,ILCT1,Transport-LAC,Alejandro Hoyos Guerrero,Yes,,,,,,,,,,21.21%,0,11.135249999999999,11.135249999999999,0.2121,0,0,11.13525,11.13525,0,0,0,52.5,0,52.5,,,
 ,LCC6C-LCR,FY16,,Assessed,P151963,Ecuador - Sustainable Family Farming Modernization Project,7/15/2015,A,000259915 | Johannes Georges Pius Jansen ~,0,0,Ecuador,,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC6C,SLCAG,Agriculture and Food PG LAC,Johannes Georges Pius Jansen,Yes,,,,,,,,,,10.12%,5.7599999999999998,2.3359999999999999,8.0960000000000001,0.1012,0,5.76,8.096,2.336,0,0,0,80,0,80,,,
 ,LCC6C-LCR,FY16,,Assessed,P152096,Supporting Education Reform in Targeted Circuits,10/14/2015,A,000446513 | Ciro Avitabile ~,0,0,Ecuador,,Education,Investment,No,GGHVP,Andreas Blom,LCR,LCC6C,HLCED,Education LCR,Ciro Avitabile,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,178,0,178,,,
 ,LCC6C-LCR,FY16,,Assessed,P152319,CL Integrated Water Resources Management & Infrastructure De,11/4/2015,A,000091835 | Marie-Laure Lajaunie ~ 000240217 | Javier Zuleta,0,0,Chile,,Water,Investment,No,GGSVP,David Michaud,LCR,LCC6C,SLCWA,Water Latin America & Caribbean,Marie-Laure Lajaunie,Yes,,,,,,,,,,39.75%,16.253775000000001,0,16.253775000000001,0.3975,0,16.253775,16.253775,0,0,0,0,40.89,0,40.89,,,
 ,LCC6C-LCR,FY16,,Assessed,P154213,CL Social Inclusion for Shared Prosperity DPL,11/16/2015,A,000380608 | Carlos Rodriguez Castelan ~,0,0,Chile,,Poverty and Equity,DPO,No,GGEVP,Carlos Rodriguez Castelan,LCR,LCC6C,ELCPV,EFI-LCR-POV-Poverty and Equity,Carlos Rodriguez Castelan,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,100,0,100,,,
 ,LCC6C-LCR,FY16,,Assessed,P154854,BO Community Investment in Rural Areas Project Additional Fi,8/4/2015,A,000091569 | Garry Louis Marie Charlier ~,0,0,Bolivia,,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC6C,SLCAG,Agriculture and Food PG LAC,Garry Louis Marie Charlier,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,60,60,,,
 ,LCC6C-LCR,FY16,,Assessed,P154981,Public Expenditure and Fiscal Risk Management DPF-DDO,2/11/2016,A,000326583 | Kjetil Hansen ~,0,0,Peru,,Governance,DPO,No,GGEVP,Alberto Leyton,LCR,LCC6C,ELCG2,EFI-LCR-GOV-FM & PS-2,Kjetil Hansen,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,"1,250",0,"1,250",,,
 ,LCC6C-LCR,FY16,,Assessed,P156858,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY F,2/11/2016,A,000481925 | Daniel Francisco Barco Rondan ~ 000392500 | Bledi Celiku,0,0,Peru,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Shireen Mahdi,LCR,LCC6C,ELCMU,EFI-LCR-MTI-MacroFiscal,Daniel Francisco Barco Rondan,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,"1,250",0,"1,250",,,
 ,LCC6C-LCR,FY16,,Assessed,P157324,Ecuador Risk Mitigation and Emergency Recovery Project,3/15/2016,A,000346673 | Diana Marcela Rubiano Vargas ~ 000491911 | Alexander Agosti,0,0,Ecuador,,Social Urban Rural and Resilience,Investment,No,GGSVP,Federica Ranghieri,LCR,LCC6C,ILCUR,Urban LCR,Diana Marcela Rubiano Vargas,Yes,,,,,,,,,,77.66%,116.49000000000001,0,116.49000000000001,0.7766,0,116.49,116.49,0,0,0,0,150,0,150,,,
 ,LCC6C-LCR,FY15,,Assessed,P133287,PE AF 2nd Optimization of Water&Sewerage,1/15/2015,A,000237192 | Juliana Menezes Garrido ~,0,0,Peru,,Water,Investment,No,GGSVP,David Michaud,LCR,LCC6C,SLCWA,Water Latin America & Caribbean,Juliana Menezes Garrido,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,55,0,55,,,
 ,LCC6C-LCR,FY15,,Assessed,P149831,PE CAT DDO II,3/12/2015,A,000346673 | Diana Marcela Rubiano Vargas ~,0,0,Peru,,Social Urban Rural and Resilience,DPO,No,GGSVP,Federica Ranghieri,LCR,LCC6C,ILCUR,Urban LCR,Diana Marcela Rubiano Vargas,Yes,,,,,,,,,,20%,80,0,80,0.2,0,80,80,0,0,0,0,400,0,400,,,
 ,LCC6C-LCR,FY15,,Assessed,P150751,BO DRM DPC and DPL,2/24/2015,A,000357025 | Oscar Anil Ishizawa Escudero ~,0,0,Bolivia,,Social Urban Rural and Resilience,DPO,No,GGSVP,Federica Ranghieri,LCR,LCC6C,ILCUR,Urban LCR,Oscar Anil Ishizawa Escudero,Yes,,,,,,,,,,80%,160,0,160,0.8,0.8,80,80,0,80,80,0,100,100,200,,,
 ,LCC6C-LCR,FY15,,Assessed,P151439,EC Guayaquil Wastewater Management Proje,4/22/2015,A,000566531 | Daniel Ricardo Reinoso Reinoso ~,0,0,Ecuador,,Water,Investment,No,GGSVP,David Michaud,LCR,LCC6C,SLCWA,Water Latin America & Caribbean,Daniel Ricardo Reinoso Reinoso,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,102.5,0,102.5,,,
 ,LCC6C-LCR,FY14,,Assessed,P117318,PE Cusco Regional Development,11/22/2013,A,000345554 | Sergio Dell'anna ~ 000191491 | Zoe Elena Trohanis,0,0,Peru,,Social Urban Rural and Resilience,Investment,No,GGSVP,Federica Ranghieri,LCR,LCC6C,ILCUR,Urban LCR,Sergio Dell'anna,Yes,,,,,,,,,,5.36%,1.8759999999999999,0,1.8759999999999999,0.0536,0,1.876,1.876,0,0,0,0,35,0,35,,,
 ,LCC6C-LCR,FY14,,Assessed,P127837,BO Access and Renewable Energy,5/27/2014,A,000279877 | Lucia Spinelli ~,0,0,Bolivia,,Energy and Extractives,Investment,No,GGIVP,Gabriela Elizondo Azuela,LCR,LCC6C,ILCE1,Infra LCR Energy 1,Lucia Spinelli,Yes,,,,,,,,,,50.29%,0,25.145,25.145,0,0.5029,0,0,0,0,25.145,25.145,0,50,50,,,
 ,LCC6C-LCR,FY14,,Assessed,P131013,PE-National Ag. Innovation Program,12/17/2013,A,000013367 | Michael L. Morris ~ 000446480 | Griselle Felicita Vega,0,0,Peru,,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC6C,SLCAG,Agriculture and Food PG LAC,Michael L. Morris,Yes,,,,,,,,,,32.43%,12.972,0,12.972,0.3243,0,12.972,12.972,0,0,0,0,40,0,40,,,
 ,LCC6C-LCR,FY14,,Assessed,P132505,PE Cusco Transport Improvement,2/28/2014,A,000293704 | Yang Chen ~ 000454190 | Felipe Targa Rodriguez,0,0,Peru,,Transport and Digital Development,Investment,No,GGIVP,Bianca Bianchi Alves,LCR,LCC6C,ILCT1,Transport-LAC,Yang Chen,Yes,,,,,,,,,,2.46%,0,2.952,2.952,0.0246,0,0,2.952,2.952,0,0,0,120,0,120,,,
 ,LCC6C-LCR,FY14,,Assessed,P143995,BO Improving employability,5/15/2014,A,000111499 | Patricia Alvarez ~ 000238374 | Marina Petrovic,0,0,Bolivia,,Social Protection and Jobs,Investment,No,GGHVP,William David Wiseman,LCR,LCC6C,HLCSP,Social Protection & Labor LCR,Patricia Alvarez,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,20,20,,,
 ,LCC6C-LCR,FY14,,Assessed,P143996,EC Manta Public Services Improvem Proj.,8/8/2013,A,000065819 | Iris Marmanillo ~ 000182173 | Roger Gorham,0,0,Ecuador,,Water,Investment,No,GGSVP,David Michaud,LCR,LCC6C,SLCWA,Water Latin America & Caribbean,Iris Marmanillo,Yes,,,,,,,,,,100%,1.4550000000000001,98.545000000000002,100,1,0,1.455,100,98.545,0,0,0,100,0,100,,,
 ,LCC6C-LCR,FY14,,Assessed,P144489,EC Quito Metro Line One,7/25/2013,A,000443657 | Alejandro Hoyos Guerrero ~,0,0,Ecuador,,Transport and Digital Development,Investment,No,GGIVP,Bianca Bianchi Alves,LCR,LCC6C,ILCT1,Transport-LAC,Alejandro Hoyos Guerrero,Yes,,,,,,,,,,100%,0,205,205,1,0,0,205,205,0,0,0,205,0,205,,,
 ,LCC6C-LCR,FY14,,Assessed,P147051,BO Strengthening Statistical Capacity AF,6/18/2014,A,000368183 | Maria Ana Lugo ~,0,0,Bolivia,,Poverty and Equity,Investment,No,GGEVP,Carlos Rodriguez Castelan,LCR,LCC6C,ELCPV,EFI-LCR-POV-Poverty and Equity,Maria Ana Lugo,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,23.313046,23.313046,,,
 ,LCC6C-LCR,FY13,,Assessed,P122194,PE HIGHER EDUCATION QUALITY IMPROVEMENT,12/4/2012,A,000247409 | Ines Kudo ~,0,0,Peru,,Education,Investment,No,GGHVP,Andreas Blom,LCR,LCC6C,HLCED,Education LCR,Ines Kudo,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,25,0,25,,,
 ,LCC6C-LCR,FY13,,Assessed,P123151,PE Basic Education,1/17/2013,A,000111499 | Patricia Alvarez ~ 000247409 | Ines Kudo,0,0,Peru,,Education,Investment,No,GGHVP,Andreas Blom,LCR,LCC6C,HLCED,Education LCR,Patricia Alvarez,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,25,0,25,,,
 ,LCC6C-LCR,FY13,,Assessed,P127743,BO Rural Alliances Project II,10/23/2012,A,000147456 | Edward William Bresnyan ~ 000446480 | Griselle Felicita Vega,0,0,Bolivia,,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC6C,SLCAG,Agriculture and Food PG LAC,Edward William Bresnyan,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,50,50,,,
 ,LCC6C-LCR,FY13,,Assessed,P127801,PE (AF) Sierra Rural Development,4/2/2013,A,000317098 | Luz Berania Diaz Rios ~,0,0,Peru,,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC6C,SLCAG,Agriculture and Food PG LAC,Luz Berania Diaz Rios,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,20,0,20,,,
 ,LCC6C-LCR,FY13,,Assessed,P130528,BO (AF) Urban Infrastructure (II),10/23/2012,A,000191491 | Zoe Elena Trohanis ~ 000458187 | Ana Isabel Aguilera De Llano,0,0,Bolivia,,Social Urban Rural and Resilience,Investment,No,GGSVP,Federica Ranghieri,LCR,LCC6C,ILCUR,Urban LCR,Zoe Elena Trohanis,,,,,,,,,,,2.28%,0.54720000000000002,0,0.54720000000000002,0,0.0228,0,0,0,0.5472,0.5472,0,0,24,24,,,
 ,LCC6C-LCR,FY13,,Assessed,P131028,PE Social Inclusion DPL,12/13/2012,A,000240316 | Iamele P. Rigolini ~,0,0,Peru,,Social Protection and Jobs,DPO,No,GGHVP,William David Wiseman,LCR,LCC6C,HLCSP,Social Protection & Labor LCR,Iamele P. Rigolini,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,45,0,45,,,
 ,LCC6C-LCR,FY13,,Assessed,P131029,PE Social Inclusion TAL,12/13/2012,A,000266331 | Carmen Veronica Del Rosario Silva Villalobos ~,0,0,Peru,,Social Protection and Jobs,Investment,No,GGHVP,William David Wiseman,LCR,LCC6C,HLCSP,Social Protection & Labor LCR,Carmen Veronica Del Rosario Silva Villalobos,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,10,0,10,,,
 ,LCC6C-LCR,FY12,,Assessed,P106700,BO Agricultural Innovation and Services,7/21/2011,A,000385801 | Francisco Javier Obreque Arqueros ~ 000013367 | Michael L. Morris,0,0,Bolivia,,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC6C,SLCAG,Agriculture and Food PG LAC,Francisco Javier Obreque Arqueros,,,,,,,,,,,10.83%,2.11185,2.11185,4.2237,0,0.1083,0,0,0,2.11185,4.2237,2.11185,0,39,39,,,
 ,LCC6C-LCR,FY12,,Assessed,P107137,BO PICAR Comm. Investment in Rural Areas,7/21/2011,A,000465118 | Julia Isabel Navarro Espinal ~ 000091569 | Garry Louis Marie Charlier,0,0,Bolivia,,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC6C,SLCAG,Agriculture and Food PG LAC,Julia Isabel Navarro Espinal,,,,,,,,,,,74.52%,29.808,0,29.808,0,0.7452,0,0,0,29.808,29.808,0,0,40,40,,,
 ,LCC6C-LCR,FY12,,Assessed,P111661,CL Tertiary Edu. Fin. for Results 3,3/13/2012,A,000258101 | Diego Ambasz ~,0,0,Chile,,Education,Investment,No,GGHVP,Andreas Blom,LCR,LCC6C,HLCED,Education LCR,Diego Ambasz,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,40,0,40,,,
 ,LCC6C-LCR,FY11,,Assessed,P101336,BO Streng. Stat Capacity & Inf Based Evi,1/13/2011,A,000205616 | Alejandro Medina Giopp ~ 000111499 | Patricia Alvarez,0,0,Bolivia,,Poverty and Equity,Investment,No,GGEVP,Carlos Rodriguez Castelan,LCR,LCC6C,ELCPV,EFI-LCR-POV-Poverty and Equity,Alejandro Medina Giopp,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,50,50,,,
 ,LCC6C-LCR,FY11,,Assessed,P104760,PE-Sierra Irrigation,7/27/2010,A,000091835 | Marie-Laure Lajaunie ~ 000446480 | Griselle Felicita Vega,0,0,Peru,,Water,Investment,No,GGSVP,David Michaud,LCR,LCC6C,SLCWA,Water Latin America & Caribbean,Marie-Laure Lajaunie,,,,,,,,,,,39.30%,7.8599999999999994,0,7.8599999999999994,0.393,0,7.86,7.86,0,0,0,0,20,0,20,,,
